alumno,carrera,sexo,calidad
6357,Curso de Ingreso UNViMe,F,A
6358,Curso de Ingreso UNViMe,F,A
6359,Curso de Ingreso UNViMe,M,A
6360,Curso de Ingreso UNViMe,F,A
6361,Curso de Ingreso UNViMe,F,A
6362,Curso de Ingreso UNViMe,F,A
6363,Curso de Ingreso UNViMe,F,A
6364,Curso de Ingreso UNViMe,F,A
6365,Curso de Ingreso UNViMe,M,A
6366,Curso de Ingreso UNViMe,M,A
6367,Curso de Ingreso UNViMe,F,A
6368,Curso de Ingreso UNViMe,F,A
6369,Curso de Ingreso UNViMe,M,A
6370,Curso de Ingreso UNViMe,M,A
6371,Curso de Ingreso UNViMe,F,A
6372,Curso de Ingreso UNViMe,F,A
6373,Curso de Ingreso UNViMe,F,A
6374,Curso de Ingreso UNViMe,M,A
6375,Curso de Ingreso UNViMe,F,A
6376,Curso de Ingreso UNViMe,M,A
6377,Curso de Ingreso UNViMe,M,A
6378,Curso de Ingreso UNViMe,M,A
6379,Curso de Ingreso UNViMe,F,A
6380,Curso de Ingreso UNViMe,F,A
6381,Curso de Ingreso UNViMe,F,A
6382,Curso de Ingreso UNViMe,F,A
6383,Curso de Ingreso UNViMe,F,A
6384,Curso de Ingreso UNViMe,F,A
6385,Curso de Ingreso UNViMe,F,A
6386,Curso de Ingreso UNViMe,F,A
6387,Curso de Ingreso UNViMe,F,A
6388,Curso de Ingreso UNViMe,F,A
6389,Curso de Ingreso UNViMe,F,A
6390,Curso de Ingreso UNViMe,F,A
6391,Curso de Ingreso UNViMe,F,A
6392,Curso de Ingreso UNViMe,F,A
6393,Curso de Ingreso UNViMe,F,A
6394,Curso de Ingreso UNViMe,F,A
6395,Curso de Ingreso UNViMe,F,A
6396,Curso de Ingreso UNViMe,M,A
6397,Curso de Ingreso UNViMe,M,A
6398,Curso de Ingreso UNViMe,M,A
6399,Curso de Ingreso UNViMe,F,A
6400,Curso de Ingreso UNViMe,F,A
6401,Curso de Ingreso UNViMe,F,A
6402,Curso de Ingreso UNViMe,M,A
6403,Curso de Ingreso UNViMe,F,A
6404,Curso de Ingreso UNViMe,F,A
6405,Curso de Ingreso UNViMe,F,A
6406,Curso de Ingreso UNViMe,M,A
6407,Curso de Ingreso UNViMe,F,A
6408,Curso de Ingreso UNViMe,M,A
6409,Curso de Ingreso UNViMe,F,A
6410,Curso de Ingreso UNViMe,F,A
6411,Curso de Ingreso UNViMe,M,A
6412,Curso de Ingreso UNViMe,M,A
6413,Curso de Ingreso UNViMe,F,A
6414,Curso de Ingreso UNViMe,M,A
6415,Curso de Ingreso UNViMe,F,A
6416,Curso de Ingreso UNViMe,F,A
6417,Curso de Ingreso UNViMe,F,A
6418,Curso de Ingreso UNViMe,F,A
6419,Curso de Ingreso UNViMe,F,A
6420,Curso de Ingreso UNViMe,F,A
6421,Curso de Ingreso UNViMe,F,A
6422,Curso de Ingreso UNViMe,F,A
6423,Curso de Ingreso UNViMe,F,A
6424,Curso de Ingreso UNViMe,F,A
6425,Curso de Ingreso UNViMe,F,A
6426,Curso de Ingreso UNViMe,F,A
6427,Curso de Ingreso UNViMe,F,A
6428,Curso de Ingreso UNViMe,F,A
6430,Curso de Ingreso UNViMe,M,A
6431,Curso de Ingreso UNViMe,F,A
6432,Curso de Ingreso UNViMe,M,A
6433,Curso de Ingreso UNViMe,M,A
6434,Curso de Ingreso UNViMe,M,A
6435,Curso de Ingreso UNViMe,M,A
6436,Curso de Ingreso UNViMe,F,A
6437,Curso de Ingreso UNViMe,F,A
6438,Curso de Ingreso UNViMe,F,A
6439,Curso de Ingreso UNViMe,F,A
6440,Curso de Ingreso UNViMe,M,A
6441,Curso de Ingreso UNViMe,F,A
6442,Curso de Ingreso UNViMe,M,A
6443,Curso de Ingreso UNViMe,F,A
6444,Curso de Ingreso UNViMe,M,A
6445,Curso de Ingreso UNViMe,F,A
6446,Curso de Ingreso UNViMe,M,A
6447,Curso de Ingreso UNViMe,M,A
6448,Curso de Ingreso UNViMe,F,A
6449,Curso de Ingreso UNViMe,F,A
6450,Curso de Ingreso UNViMe,F,A
6451,Curso de Ingreso UNViMe,M,A
6452,Curso de Ingreso UNViMe,F,A
6453,Curso de Ingreso UNViMe,F,A
6454,Curso de Ingreso UNViMe,F,A
6455,Curso de Ingreso UNViMe,F,A
6456,Curso de Ingreso UNViMe,M,A
6457,Curso de Ingreso UNViMe,M,A
6458,Curso de Ingreso UNViMe,F,A
6459,Curso de Ingreso UNViMe,F,A
6462,Tecnicatura Superior en Gestión Ambiental,M,A
6463,Licenciatura en Enfermería,F,A
6464,Programador Universitario de Sistemas,F,A
6465,Programador Universitario de Sistemas,M,A
6466,Bioingeniería,F,A
6467,Licenciatura en Enfermería,M,A
6468,Ingeniería en Sistemas de Información,M,A
6469,Licenciatura en Obstetricia,F,A
6470,Licenciatura en Enfermería,F,A
6471,Ingeniería en Sistemas de Información,M,A
6472,Licenciatura en Enfermería,F,A
6473,Licenciatura en Obstetricia,F,A
6474,Licenciatura en Enfermería,F,A
6476,Licenciatura en Enfermería,F,A
6477,Licenciatura en Enfermería,F,A
6478,Licenciatura en Kinesiología y Fisiatría,F,A
6479,Licenciatura en Obstetricia,F,A
6480,Licenciatura en Kinesiología y Fisiatría,F,A
6481,Bioingeniería,F,A
6482,Bioingeniería,M,A
6483,Licenciatura en Kinesiología y Fisiatría,F,A
6484,Licenciatura en Kinesiología y Fisiatría,F,A
6485,Licenciatura en Kinesiología y Fisiatría,M,A
6486,Programador Universitario de Sistemas,M,A
6487,Licenciatura en Kinesiología y Fisiatría,F,A
6488,Licenciatura en Obstetricia,F,A
6489,Licenciatura en Kinesiología y Fisiatría,F,A
6490,Licenciatura en Kinesiología y Fisiatría,M,A
6491,Licenciatura en Obstetricia,F,A
6492,Licenciatura en Kinesiología y Fisiatría,F,A
6493,Ingeniería en Agroindustria,F,A
6494,Licenciatura en Kinesiología y Fisiatría,F,A
6495,Analista en Sistemas de Información,F,A
6496,Ingeniería en Sistemas de Información,M,A
6497,Licenciatura en Obstetricia,F,A
6498,Curso de Ingreso UNViMe,F,A
6499,Licenciatura en Obstetricia,F,A
6500,Licenciatura en Kinesiología y Fisiatría,F,A
6501,Tecnicatura Universitaria en Gestión Deportiva,F,A
6502,Bioingeniería,F,A
6503,Ingeniería en Sistemas de Información,M,A
6504,Licenciatura en Diseño de Comunicación,F,A
6505,Tecnicatura Universitaria en Gestión Deportiva,M,A
6506,Licenciatura en Diseño de Comunicación,F,A
6507,Licenciatura en Enfermería,F,A
6508,Analista en Sistemas de Información,F,A
6509,Licenciatura en Kinesiología y Fisiatría,F,A
6510,Licenciatura en Enfermería,F,A
6511,Licenciatura en Obstetricia,M,A
6512,Licenciatura en Kinesiología y Fisiatría,F,A
6513,Ingeniería en Sistemas de Información,F,A
6514,Licenciatura en Obstetricia,F,A
6515,Licenciatura en Logística,F,A
6516,Ingeniería en Sistemas de Información,M,A
6517,Licenciatura en Obstetricia,M,A
6518,Licenciatura en Obstetricia,F,A
6519,Licenciatura en Kinesiología y Fisiatría,F,A
6520,Licenciatura en Obstetricia,F,A
6521,Licenciatura en Logística,F,A
6523,Licenciatura en Obstetricia,F,A
6524,Licenciatura en Obstetricia,F,A
6525,Licenciatura en Economía,F,A
6526,Licenciatura en Obstetricia,F,A
6527,Curso de Ingreso UNViMe,F,A
6528,Licenciatura en Logística,M,A
6529,Licenciatura en Logística,M,A
6530,Curso de Ingreso UNViMe,F,A
6531,Curso de Ingreso UNViMe,F,A
6532,Licenciatura en Obstetricia,F,A
6533,Tecnicatura Universitaria en Logística,M,A
6534,Curso de Ingreso UNViMe,F,A
6535,Licenciatura en Obstetricia,F,A
6536,Curso de Ingreso UNViMe,F,A
6537,Licenciatura en Economía,M,A
6538,Licenciatura en Enfermería,F,A
6539,Licenciatura en Enfermería,F,A
6540,Licenciatura en Diseño de Comunicación,F,A
6541,Curso de Ingreso UNViMe,F,A
6542,Curso de Ingreso UNViMe,F,A
6543,Licenciatura en Enfermería,F,A
6544,Curso de Ingreso UNViMe,F,A
6545,Licenciatura en Kinesiología y Fisiatría,F,A
6546,Curso de Ingreso UNViMe,M,A
6547,Curso de Ingreso UNViMe,F,A
6548,Curso de Ingreso UNViMe,F,A
6549,Curso de Ingreso UNViMe,M,A
6550,Licenciatura en Obstetricia,F,A
6551,Curso de Ingreso UNViMe,M,A
6552,Curso de Ingreso UNViMe,F,A
6553,Curso de Ingreso UNViMe,F,A
6554,Curso de Ingreso UNViMe,F,A
6555,Curso de Ingreso UNViMe,F,A
6556,Tecnicatura Universitaria en Gestión Deportiva,M,A
6557,Curso de Ingreso UNViMe,M,A
6558,Curso de Ingreso UNViMe,F,A
6559,Curso de Ingreso UNViMe,F,A
6560,Licenciatura en Kinesiología y Fisiatría,F,A
6561,Curso de Ingreso UNViMe,F,A
6562,Curso de Ingreso UNViMe,F,A
6563,Curso de Ingreso UNViMe,F,A
6564,Curso de Ingreso UNViMe,M,A
6565,Curso de Ingreso UNViMe,F,A
6566,Curso de Ingreso UNViMe,M,A
6567,Curso de Ingreso UNViMe,M,A
6568,Curso de Ingreso UNViMe,F,A
6569,Curso de Ingreso UNViMe,M,A
6570,Licenciatura en Obstetricia,F,A
6571,Licenciatura en Kinesiología y Fisiatría,F,A
6572,Tecnicatura Universitaria en Gestión Deportiva,F,A
6573,Curso de Ingreso UNViMe,M,A
6574,Curso de Ingreso UNViMe,F,A
6575,Curso de Ingreso UNViMe,F,A
6576,Curso de Ingreso UNViMe,F,A
6577,Curso de Ingreso UNViMe,F,A
6578,Licenciatura en Diseño de Comunicación,F,A
6579,Curso de Ingreso UNViMe,F,A
6580,Licenciatura en Diseño de Comunicación,F,A
6581,Curso de Ingreso UNViMe,F,A
6582,Curso de Ingreso UNViMe,F,A
6583,Curso de Ingreso UNViMe,F,A
6584,Curso de Ingreso UNViMe,F,A
6585,Curso de Ingreso UNViMe,F,A
6586,Curso de Ingreso UNViMe,F,A
6587,Curso de Ingreso UNViMe,F,A
6588,Curso de Ingreso UNViMe,F,A
6589,Curso de Ingreso UNViMe,F,A
6590,Curso de Ingreso UNViMe,F,A
6591,Curso de Ingreso UNViMe,F,A
6592,Curso de Ingreso UNViMe,F,A
6593,Curso de Ingreso UNViMe,F,A
6594,Curso de Ingreso UNViMe,F,A
6595,Curso de Ingreso UNViMe,F,A
6596,Curso de Ingreso UNViMe,F,A
6597,Curso de Ingreso UNViMe,F,A
6598,Curso de Ingreso UNViMe,F,A
6599,Curso de Ingreso UNViMe,M,A
6600,Curso de Ingreso UNViMe,F,A
6601,Curso de Ingreso UNViMe,F,A
6602,Curso de Ingreso UNViMe,F,A
6603,Curso de Ingreso UNViMe,F,A
6604,Curso de Ingreso UNViMe,M,A
6605,Curso de Ingreso UNViMe,F,A
6606,Curso de Ingreso UNViMe,F,A
6607,Curso de Ingreso UNViMe,F,A
6608,Curso de Ingreso UNViMe,F,A
6609,Curso de Ingreso UNViMe,F,A
6610,Curso de Ingreso UNViMe,F,A
6611,Curso de Ingreso UNViMe,F,A
6612,Curso de Ingreso UNViMe,M,A
6613,Curso de Ingreso UNViMe,F,A
6614,Curso de Ingreso UNViMe,F,A
6615,Curso de Ingreso UNViMe,F,A
6616,Licenciatura en Kinesiología y Fisiatría,M,A
6617,Licenciatura en Kinesiología y Fisiatría,F,A
6618,Licenciatura en Enfermería,F,A
6619,Curso de Ingreso UNViMe,F,A
6620,Curso de Ingreso UNViMe,F,A
6621,Curso de Ingreso UNViMe,F,A
6622,Curso de Ingreso UNViMe,F,A
6623,Curso de Ingreso UNViMe,F,A
6624,Curso de Ingreso UNViMe,M,A
6625,Curso de Ingreso UNViMe,F,A
6626,Curso de Ingreso UNViMe,F,A
6627,Curso de Ingreso UNViMe,M,A
6628,Curso de Ingreso UNViMe,F,A
6629,Curso de Ingreso UNViMe,M,A
6630,Curso de Ingreso UNViMe,M,A
6631,Ingeniería en Sistemas de Información,F,A
6632,Licenciatura en Logística,F,A
6633,Bioingeniería,F,A
6634,Licenciatura en Diseño de Comunicación,F,A
6635,Licenciatura en Enfermería,F,A
6636,Licenciatura en Logística,F,A
6637,Licenciatura en Kinesiología y Fisiatría,F,A
6638,Ingeniería en Sistemas de Información,M,A
6639,Tecnicatura Universitaria en Gestión Deportiva,M,A
6640,Licenciatura en Enfermería,F,A
6641,Licenciatura en Enfermería,F,A
6642,Licenciatura en Logística,F,A
6643,Licenciatura en Logística,F,A
6644,Curso de Ingreso UNViMe,M,A
6645,Curso de Ingreso UNViMe,F,A
6646,Curso de Ingreso UNViMe,F,A
6647,Curso de Ingreso UNViMe,F,A
6648,Curso de Ingreso UNViMe,F,A
6649,Curso de Ingreso UNViMe,M,A
6650,Curso de Ingreso UNViMe,M,A
6651,Curso de Ingreso UNViMe,M,A
6652,Curso de Ingreso UNViMe,F,A
6653,Programador Universitario de Sistemas,M,A
6655,Licenciatura en Kinesiología y Fisiatría,F,A
6656,Curso de Ingreso UNViMe,F,A
6657,Curso de Ingreso UNViMe,F,A
6658,Curso de Ingreso UNViMe,M,A
6659,Curso de Ingreso UNViMe,M,A
6660,Curso de Ingreso UNViMe,F,A
6661,Licenciatura en Kinesiología y Fisiatría,F,A
6662,Licenciatura en Obstetricia,F,A
6663,Profesorado de Educación Inicial,F,A
6664,Ingeniería en Sistemas de Información,M,A
6665,Licenciatura en Obstetricia,F,A
6666,Curso de Ingreso UNViMe,M,A
6667,Curso de Ingreso UNViMe,M,A
6668,Curso de Ingreso UNViMe,M,A
6669,Curso de Ingreso UNViMe,F,A
6670,Curso de Ingreso UNViMe,M,A
6671,Curso de Ingreso UNViMe,F,A
6672,Curso de Ingreso UNViMe,M,A
6673,Curso de Ingreso UNViMe,F,A
6674,Curso de Ingreso UNViMe,M,A
6675,Licenciatura en Kinesiología y Fisiatría,F,A
6676,Curso de Ingreso UNViMe,M,A
6677,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,A
6678,Licenciatura en Obstetricia,F,A
6679,Licenciatura en Logística,F,A
6680,Licenciatura en Enfermería,M,A
6681,Licenciatura en Enfermería,F,A
6682,Licenciatura en Logística,M,A
6683,Licenciatura en Logística,F,A
6684,Ingeniería en Sistemas de Información,M,A
6685,Curso de Ingreso UNViMe,F,A
6686,Ingeniería en Sistemas de Información,M,A
6687,Curso de Ingreso UNViMe,F,A
6688,Licenciatura en Kinesiología y Fisiatría,F,A
6689,Curso de Ingreso UNViMe,M,A
6690,Curso de Ingreso UNViMe,F,A
6691,Licenciatura en Kinesiología y Fisiatría,M,A
6692,Curso de Ingreso UNViMe,F,A
6693,Licenciatura en Diseño de Comunicación,M,A
6694,Curso de Ingreso UNViMe,F,A
6695,Curso de Ingreso UNViMe,M,A
6696,Curso de Ingreso UNViMe,F,A
6697,Curso de Ingreso UNViMe,F,A
6698,Curso de Ingreso UNViMe,M,A
6699,Curso de Ingreso UNViMe,F,A
6700,Curso de Ingreso UNViMe,M,A
6701,Curso de Ingreso UNViMe,F,A
6702,Curso de Ingreso UNViMe,F,A
6703,Curso de Ingreso UNViMe,F,A
6704,Curso de Ingreso UNViMe,F,A
6705,Licenciatura en Obstetricia,F,A
6706,Licenciatura en Diseño de Comunicación,M,A
6707,Analista en Sistemas de Información,M,A
6708,Licenciatura en Diseño de Comunicación,M,A
6709,Curso de Ingreso UNViMe,F,A
6710,Curso de Ingreso UNViMe,F,A
6711,Curso de Ingreso UNViMe,F,A
6712,Curso de Ingreso UNViMe,F,A
6713,Curso de Ingreso UNViMe,F,A
6714,Curso de Ingreso UNViMe,F,A
6715,Curso de Ingreso UNViMe,F,A
6716,Curso de Ingreso UNViMe,F,A
6717,Curso de Ingreso UNViMe,M,A
6718,Curso de Ingreso UNViMe,F,A
6719,Curso de Ingreso UNViMe,F,A
6720,Licenciatura en Kinesiología y Fisiatría,F,A
6721,Ingeniería en Sistemas de Información,F,A
6722,Curso de Ingreso UNViMe,F,A
6724,Curso de Ingreso UNViMe,F,A
6725,Curso de Ingreso UNViMe,F,A
6726,Curso de Ingreso UNViMe,F,A
6727,Curso de Ingreso UNViMe,F,A
6728,Curso de Ingreso UNViMe,F,A
6730,Curso de Ingreso UNViMe,F,A
6731,Curso de Ingreso UNViMe,F,A
6732,Curso de Ingreso UNViMe,F,A
6733,Licenciatura en Diseño de Comunicación,F,A
6734,Licenciatura en Enfermería,F,A
6735,Licenciatura en Logística,M,A
6736,Licenciatura en Kinesiología y Fisiatría,M,A
6737,Licenciatura en Diseño de Comunicación,M,A
6738,Licenciatura en Economía,F,A
6739,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
6740,Licenciatura en Kinesiología y Fisiatría,F,A
6742,Licenciatura en Logística,F,A
6743,Programador Universitario de Sistemas,M,A
6744,Programador Universitario de Sistemas,M,A
6745,Licenciatura en Obstetricia,F,A
6746,Licenciatura en Enfermería,M,A
6747,Curso de Ingreso UNViMe,F,A
6748,Licenciatura en Enfermería,F,A
6749,Curso de Ingreso UNViMe,M,A
6750,Curso de Ingreso UNViMe,F,A
6751,Curso de Ingreso UNViMe,F,A
6752,Curso de Ingreso UNViMe,F,A
6753,Curso de Ingreso UNViMe,M,A
6754,Curso de Ingreso UNViMe,M,A
6755,Curso de Ingreso UNViMe,F,A
6756,Curso de Ingreso UNViMe,F,A
6757,Curso de Ingreso UNViMe,F,A
6758,Curso de Ingreso UNViMe,F,A
6759,Curso de Ingreso UNViMe,M,A
6760,Curso de Ingreso UNViMe,M,A
6761,Curso de Ingreso UNViMe,M,A
6762,Curso de Ingreso UNViMe,M,A
6763,Curso de Ingreso UNViMe,F,A
6764,Curso de Ingreso UNViMe,M,A
6765,Curso de Ingreso UNViMe,F,A
6766,Curso de Ingreso UNViMe,F,A
6767,Curso de Ingreso UNViMe,F,A
6768,Curso de Ingreso UNViMe,F,A
6769,Licenciatura en Economía,F,A
6770,Licenciatura en Kinesiología y Fisiatría,M,A
6771,Profesorado de Educación Inicial,F,A
6772,Ingeniería en Sistemas de Información,M,A
6773,Tecnicatura Universitaria en Gestión Deportiva,F,A
6774,Curso de Ingreso UNViMe,F,A
6775,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,A
6776,Curso de Ingreso UNViMe,F,A
6777,Curso de Ingreso UNViMe,F,A
6778,Curso de Ingreso UNViMe,F,A
6779,Licenciatura en Kinesiología y Fisiatría,F,A
6780,Licenciatura en Obstetricia,F,A
6781,Curso de Ingreso UNViMe,F,A
6782,Licenciatura en Kinesiología y Fisiatría,M,A
6783,Curso de Ingreso UNViMe,M,A
6784,Curso de Ingreso UNViMe,F,A
6785,Curso de Ingreso UNViMe,F,A
6786,Curso de Ingreso UNViMe,F,A
6787,Curso de Ingreso UNViMe,F,A
6788,Curso de Ingreso UNViMe,F,A
6789,Licenciatura en Kinesiología y Fisiatría,F,A
6790,Licenciatura en Kinesiología y Fisiatría,F,A
6791,Tecnicatura Universitaria en Agroalimentos,F,A
6792,Licenciatura en Obstetricia,F,A
6793,Programador Universitario de Sistemas,M,A
6794,Licenciatura en Kinesiología y Fisiatría,F,A
6795,Ingeniería en Sistemas de Información,F,A
6796,Programador Universitario de Sistemas,F,A
6797,Curso de Ingreso UNViMe,F,A
6798,Curso de Ingreso UNViMe,F,A
6799,Curso de Ingreso UNViMe,F,A
6800,Curso de Ingreso UNViMe,M,A
6801,Curso de Ingreso UNViMe,F,A
6802,Curso de Ingreso UNViMe,F,A
6803,Curso de Ingreso UNViMe,M,A
6804,Curso de Ingreso UNViMe,F,A
6805,Curso de Ingreso UNViMe,F,A
6806,Curso de Ingreso UNViMe,F,A
6807,Curso de Ingreso UNViMe,F,A
6808,Curso de Ingreso UNViMe,F,A
6809,Tecnicatura Universitaria en Agroalimentos,F,A
6810,Analista en Sistemas de Información,M,P
6811,Profesorado de Educación Inicial,F,A
6812,Curso de Ingreso UNViMe,F,A
6813,Curso de Ingreso UNViMe,F,A
6814,Licenciatura en Diseño de Comunicación,F,A
6815,Licenciatura en Logística,F,A
6816,Curso de Ingreso UNViMe,F,A
6818,Curso de Ingreso UNViMe,F,A
6819,Analista en Sistemas de Información,M,A
6820,Licenciatura en Enfermería,F,A
6821,Licenciatura en Diseño de Comunicación,M,A
6822,Licenciatura en Enfermería,F,A
6823,Curso de Ingreso UNViMe,F,A
6824,Curso de Ingreso UNViMe,F,A
6825,Curso de Ingreso UNViMe,F,A
6826,Curso de Ingreso UNViMe,M,A
6827,Curso de Ingreso UNViMe,F,A
6828,Curso de Ingreso UNViMe,M,A
6829,Curso de Ingreso UNViMe,F,A
6830,Curso de Ingreso UNViMe,M,A
6831,Curso de Ingreso UNViMe,F,A
6832,Curso de Ingreso UNViMe,F,A
6833,Curso de Ingreso UNViMe,F,A
6834,Curso de Ingreso UNViMe,F,A
6835,Licenciatura en Logística,M,A
6836,Profesorado de Educación Primaria,F,A
6837,Profesorado de Educación Primaria,F,A
6838,Profesorado de Educación Inicial,F,A
6839,Profesorado de Educación Primaria,F,A
6840,Curso de Ingreso UNViMe,F,A
6841,Curso de Ingreso UNViMe,F,A
6842,Curso de Ingreso UNViMe,F,A
6843,Curso de Ingreso UNViMe,F,A
6844,Curso de Ingreso UNViMe,F,A
6845,Curso de Ingreso UNViMe,F,A
6846,Licenciatura en Enfermería,F,A
6847,Curso de Ingreso UNViMe,F,A
6848,Curso de Ingreso UNViMe,F,A
6849,Curso de Ingreso UNViMe,M,A
6850,Curso de Ingreso UNViMe,F,A
6851,Licenciatura en Obstetricia,F,A
6852,Curso de Ingreso UNViMe,F,A
6853,Tecnicatura Superior en Gestión Ambiental,M,A
6854,Curso de Ingreso UNViMe,F,A
6855,Tecnicatura Superior en Gestión Ambiental,F,A
6856,Curso de Ingreso UNViMe,F,A
6857,Ingeniería en Sistemas de Información,M,A
6858,Ingeniería en Sistemas de Información,M,A
6859,Licenciatura en Enfermería,F,A
6860,Licenciatura en Enfermería,F,A
6861,Licenciatura en Enfermería,F,A
6862,Licenciatura en Kinesiología y Fisiatría,F,A
6863,Licenciatura en Obstetricia,F,A
6864,Curso de Ingreso UNViMe,F,A
6865,Curso de Ingreso UNViMe,F,A
6866,Profesorado de Educación Inicial,F,A
6867,Profesorado de Educación Inicial,F,A
6868,Profesorado de Educación Inicial,F,A
6869,Profesorado de Educación Inicial,F,A
6870,Tecnicatura Universitaria en Agroalimentos,F,A
6871,Licenciatura en Logística,M,A
6872,Licenciatura en Obstetricia,F,A
6873,Curso de Ingreso UNViMe,F,A
6874,Curso de Ingreso UNViMe,M,A
6875,Licenciatura en Logística,M,A
6876,Licenciatura en Logística,F,A
6877,Ingeniería en Sistemas de Información,M,A
6878,Curso de Ingreso UNViMe,M,A
6879,Licenciatura en Diseño de Comunicación,F,A
6880,Ingeniería en Sistemas de Información,M,A
6881,Licenciatura en Enfermería,F,A
6882,Licenciatura en Diseño de Comunicación,M,A
6883,Licenciatura en Diseño de Comunicación,F,A
6884,Licenciatura en Kinesiología y Fisiatría,F,P
6885,Licenciatura en Economía,F,A
6886,Profesorado de Educación Inicial,F,A
6887,Profesorado de Educación Inicial,F,A
6889,Licenciatura en Logística,M,A
6890,Licenciatura en Kinesiología y Fisiatría,F,A
6891,Licenciatura en Enfermería,F,A
6892,Licenciatura en Enfermería,F,A
6893,Licenciatura en Kinesiología y Fisiatría,M,A
6894,Licenciatura en Kinesiología y Fisiatría,M,A
6895,Curso de Ingreso UNViMe,M,A
6896,Curso de Ingreso UNViMe,F,A
6897,Curso de Ingreso UNViMe,M,A
6898,Curso de Ingreso UNViMe,F,A
6899,Curso de Ingreso UNViMe,F,A
6900,Curso de Ingreso UNViMe,F,A
6901,Licenciatura en Logística,M,A
6902,Tecnicatura Universitaria en Gestión Deportiva,F,A
6903,Profesorado de Educación Inicial,F,A
6904,Analista en Sistemas de Información,M,A
6905,Licenciatura en Enfermería,F,P
6906,Licenciatura en Enfermería,M,A
6907,Licenciatura en Obstetricia,F,A
6908,Curso de Ingreso UNViMe,F,A
6909,Profesorado de Educación Inicial,F,A
6910,Profesorado de Educación Inicial,F,A
6911,Licenciatura en Kinesiología y Fisiatría,F,A
6912,Licenciatura en Kinesiología y Fisiatría,F,A
6913,Ingeniería en Sistemas de Información,M,A
6914,Licenciatura en Obstetricia,F,A
6915,Licenciatura en Diseño de Comunicación,F,A
6916,Licenciatura en Enfermería,F,A
6917,Curso de Ingreso UNViMe,F,A
6918,Curso de Ingreso UNViMe,M,A
6919,Licenciatura en Enfermería,F,A
6920,Licenciatura en Enfermería,F,A
6921,Tecnicatura Universitaria en Logística,F,A
6922,Profesorado de Educación Inicial,F,A
6923,Licenciatura en Diseño de Comunicación,M,A
6924,Licenciatura en Enfermería,M,A
6925,Profesorado de Educación Inicial,F,A
6926,Bioingeniería,F,A
6927,Ingeniería en Agroindustria,F,A
6928,Licenciatura en Enfermería,F,A
6929,Licenciatura en Enfermería,F,P
6930,Ingeniería en Sistemas de Información,F,A
6931,Licenciatura en Kinesiología y Fisiatría,F,A
6933,Licenciatura en Enfermería,F,A
6934,Analista en Sistemas de Información,F,A
6935,Programador Universitario de Sistemas,F,A
6936,Licenciatura en Enfermería,F,A
6937,Licenciatura en Enfermería,F,A
6938,Licenciatura en Kinesiología y Fisiatría,F,A
6939,Licenciatura en Enfermería,F,A
6940,Licenciatura en Kinesiología y Fisiatría,F,A
6941,Profesorado de Educación Inicial,F,A
6942,Curso de Ingreso UNViMe,M,A
6943,Curso de Ingreso UNViMe,F,A
6944,Curso de Ingreso UNViMe,F,A
6945,Curso de Ingreso UNViMe,F,A
6946,Curso de Ingreso UNViMe,M,A
6947,Analista en Sistemas de Información,F,A
6948,Curso de Ingreso UNViMe,F,A
6949,Licenciatura en Enfermería,M,A
6950,Licenciatura en Economía,M,A
6951,Licenciatura en Enfermería,F,A
6952,Profesorado de Educación Primaria,M,A
6953,Tecnicatura Universitaria en Agroalimentos,F,A
6954,Curso de Ingreso UNViMe,M,A
6955,Profesorado de Educación Primaria,F,A
6956,Profesorado de Educación Inicial,F,A
6957,Profesorado de Educación Primaria,F,A
6959,Licenciatura en Enfermería,F,A
6960,Licenciatura en Obstetricia,F,A
6961,Profesorado de Educación Primaria,F,A
6962,Profesorado de Educación Primaria,F,A
6963,Profesorado de Educación Inicial,F,A
6964,Programador Universitario de Sistemas,F,A
6965,Profesorado de Educación Primaria,F,A
6966,Profesorado de Educación Inicial,F,A
6967,Licenciatura en Logística,F,A
6968,Bioingeniería,F,A
6969,Ingeniería en Sistemas de Información,M,A
6970,Licenciatura en Diseño de Comunicación,M,A
6971,Licenciatura en Economía,F,A
6972,Profesorado de Educación Primaria,F,A
6973,Curso de Ingreso UNViMe,F,A
6974,Curso de Ingreso UNViMe,F,A
6975,Licenciatura en Diseño de Comunicación,F,A
